credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
655,Spain,Male,38,9.0,0.0,1,0,1,90490.33,0
630,Germany,Female,34,9.0,106937.05,2,1,0,138275.01,0
691,France,Female,29,9.0,0.0,2,0,0,199635.93,0
739,Germany,Male,29,3.0,59385.98,2,1,1,105533.96,0
675,Spain,Male,66,5.0,115654.47,2,1,1,131970.86,0
850,Spain,Male,39,6.0,133214.13,1,0,1,20769.88,0
681,France,Male,34,3.0,0.0,2,0,0,55816.2,0
477,Spain,Male,31,9.0,0.0,2,0,1,184061.17,0
649,Spain,Female,47,8.0,110783.28,1,1,1,71420.16,0
665,Spain,Male,38,9.0,0.0,1,0,1,87412.74,0
638,Germany,Male,50,1.0,102645.48,1,1,0,168359.98,1
549,Germany,Female,43,3.0,134985.66,1,1,0,6101.41,0
781,Spain,Male,35,1.0,0.0,2,0,0,42117.9,0
682,France,Female,37,8.0,148580.12,1,1,0,35179.18,0
651,France,Male,45,10.0,0.0,1,1,0,67740.08,1
541,France,Male,39,7.0,0.0,2,1,0,19823.02,0
672,France,Male,28,9.0,167268.98,1,1,1,169469.3,0
850,France,Female,46,2.0,157866.77,1,1,1,18986.12,0
677,Germany,Female,36,10.0,68806.84,1,1,0,33075.24,0
607,Spain,Female,27,5.0,100912.19,1,0,0,7631.27,0
731,France,Male,31,1.0,132512.26,1,1,1,185466.85,0
657,France,Female,39,4.0,80293.81,1,1,0,97192.76,0
583,Germany,Female,54,5.0,115988.86,1,1,0,57553.98,1
551,France,Female,26,2.0,144258.52,1,1,0,49778.79,0
598,Germany,Female,27,10.0,171283.91,1,1,1,84136.12,0
850,France,Male,28,8.0,99986.98,1,1,0,196582.55,0
549,Spain,Male,25,6.0,193858.2,1,0,1,21600.11,0
718,France,Male,33,7.0,102874.28,1,0,0,117841.06,0
628,France,Male,69,5.0,0.0,2,1,1,181964.6,0
602,Spain,Female,42,1.0,138912.17,1,1,1,139494.75,0
478,Spain,Male,43,1.0,0.0,2,1,1,197916.43,0
651,Germany,Male,31,7.0,138008.06,2,1,0,129912.74,0
678,Spain,Male,27,2.0,0.0,2,1,1,13221.25,0
689,Spain,Female,38,6.0,121021.05,1,1,1,12182.15,0
414,France,Male,38,8.0,0.0,1,0,1,77661.12,1
803,Germany,Female,50,8.0,98173.02,1,0,0,22457.25,1
583,France,Female,27,0.0,125406.58,1,1,1,110784.42,0
628,Germany,Male,39,1.0,115341.19,1,1,1,107674.3,1
748,France,Male,66,8.0,0.0,1,1,1,163331.65,0
578,Germany,Female,36,8.0,129745.1,1,1,1,143683.75,0
668,France,Female,53,10.0,110240.04,1,0,0,183980.56,1
698,Spain,Female,39,9.0,161993.89,1,0,0,90212.38,0
700,France,Female,30,9.0,0.0,1,1,1,174971.64,0
576,Germany,Male,29,4.0,130575.26,1,0,1,173629.78,0
724,France,Male,30,10.0,0.0,2,1,1,54265.55,0
597,France,Female,29,5.0,0.0,2,1,1,174825.57,0
678,Germany,Male,49,2.0,116933.11,1,1,0,195053.58,1
747,France,Female,45,1.0,114959.12,1,1,0,189362.39,1
850,Spain,Male,54,7.0,108185.81,2,0,0,24093.4,1
359,France,Female,44,9.0,128747.69,1,1,0,146955.71,1
758,Germany,Male,41,10.0,79857.64,1,1,1,78088.17,0
700,Spain,Male,47,4.0,0.0,1,1,0,121798.52,1
726,Germany,Male,30,5.0,111375.32,2,1,0,2704.09,0
630,France,Male,67,5.0,0.0,2,1,1,27330.27,0
586,France,Female,46,0.0,0.0,3,0,1,131553.82,1
565,Germany,Female,32,4.0,90322.99,2,0,1,118740.37,0
671,Spain,Male,34,10.0,153360.02,1,1,0,140509.86,0
637,Germany,Male,30,6.0,122641.56,2,1,0,65618.01,0
776,France,Female,29,7.0,178171.04,2,1,1,115818.51,0
589,France,Female,31,10.0,110635.32,1,1,0,148218.86,0
658,France,Female,31,7.0,123974.96,1,1,0,102153.75,0
376,Germany,Female,29,4.0,115046.74,4,1,0,119346.88,1
513,Spain,Male,39,7.0,89039.9,2,1,1,146738.83,0
545,France,Male,23,2.0,0.0,2,1,0,189613.12,0
549,Spain,Female,24,9.0,0.0,2,1,1,14406.41,0
689,Spain,Female,31,3.0,139799.63,1,0,1,120663.57,0
678,France,Male,36,0.0,107379.68,1,1,1,84460.18,0
506,France,Female,40,7.0,0.0,1,1,1,144345.58,0
668,Spain,Male,32,1.0,134446.04,1,0,1,111241.37,0
639,Spain,Male,34,7.0,149940.04,2,0,0,156648.81,0
757,Spain,Male,33,5.0,77253.22,1,0,1,194239.63,0
686,Spain,Female,47,6.0,0.0,1,1,0,32080.69,1
570,France,Female,33,8.0,0.0,1,1,1,124641.42,0
568,France,Male,30,8.0,73054.37,2,1,1,27012.0,0
538,Spain,Female,49,9.0,141434.04,1,0,0,173779.25,1
849,Germany,Male,37,7.0,143452.74,2,1,1,17294.12,0
683,France,Male,30,8.0,110829.52,2,0,0,24938.84,0
659,Germany,Female,30,0.0,154159.51,1,1,0,40441.1,0
696,Spain,Male,47,3.0,106758.6,1,1,1,80591.18,0
599,France,Male,27,5.0,0.0,2,1,0,30546.4,0
773,Spain,Female,33,10.0,0.0,1,1,1,98820.09,0
589,France,Male,36,8.0,114435.47,1,1,0,26955.72,0
553,Germany,Female,25,7.0,128524.19,2,1,0,20682.46,0
606,Germany,Male,38,3.0,99897.53,1,0,0,37054.65,0
670,Spain,Male,37,0.0,178742.71,1,1,1,194493.57,0
606,Spain,Male,42,10.0,0.0,2,1,0,177938.52,0
471,Germany,Male,23,6.0,104592.55,2,1,0,131736.23,0
703,France,Male,28,9.0,0.0,2,0,1,2151.17,0
761,Spain,Female,34,2.0,0.0,2,1,0,61251.25,0
711,France,Female,39,3.0,152462.79,1,1,0,90305.97,0
724,Germany,Female,53,1.0,139687.66,2,1,1,12913.92,0
731,Germany,Female,21,5.0,132312.06,1,1,0,106663.46,1
622,Spain,Female,41,9.0,0.0,2,1,1,155786.39,0
645,France,Male,41,7.0,0.0,1,0,1,28667.56,0
635,Spain,Male,31,1.0,0.0,2,1,0,135382.23,0
640,Spain,Male,29,5.0,197200.04,2,1,0,141453.62,0
771,Spain,Male,45,0.0,139825.56,1,0,0,170984.97,1
803,France,Male,42,5.0,0.0,1,1,0,196466.83,1
494,France,Male,28,9.0,114731.76,2,0,1,79479.74,0
630,France,Female,36,8.0,126598.99,2,1,1,134407.93,0
643,Spain,Male,34,6.0,0.0,2,1,1,116046.22,0
700,France,Female,82,2.0,0.0,2,0,1,182055.36,0
613,France,Male,36,9.0,131307.11,1,0,0,83343.73,0
541,Germany,Male,51,7.0,90373.28,2,1,0,179861.79,0
614,Spain,Female,39,6.0,0.0,2,1,1,164018.98,0
633,France,Male,37,8.0,141546.35,1,1,1,124830.11,0
496,France,Male,30,0.0,90963.49,1,0,1,27802.0,0
690,France,Male,54,5.0,0.0,1,1,0,12847.61,1
694,Spain,Male,39,3.0,0.0,1,1,1,95625.03,0
723,Germany,Female,47,10.0,90450.0,2,0,0,103379.31,1
645,France,Female,45,8.0,85325.93,1,0,0,22558.74,0
633,Spain,Male,63,4.0,114552.6,1,1,0,73856.28,1
676,France,Female,34,1.0,63095.01,1,1,1,40645.81,0
643,France,Female,46,6.0,0.0,2,0,0,106781.59,0
667,Germany,Male,43,10.0,103018.45,1,1,0,32462.39,1
611,Spain,Female,28,3.0,96381.68,2,1,0,181419.29,0
740,France,Male,36,7.0,0.0,1,1,1,13177.4,0
421,France,Male,34,2.0,0.0,2,1,1,96615.23,0
626,France,Female,35,3.0,0.0,1,0,0,80190.36,0
500,France,Male,56,1.0,100374.58,1,1,0,118490.8,1
601,France,Male,46,2.0,99786.07,1,1,1,32683.88,1
727,Spain,Female,49,7.0,96296.78,1,1,0,190457.87,1
544,France,Female,40,7.0,0.0,1,0,1,161076.92,0
742,Germany,Male,33,0.0,181656.51,1,1,1,107667.91,0
730,Germany,Female,33,7.0,130367.87,1,1,0,15142.1,1
636,France,Male,31,6.0,0.0,2,1,1,2382.61,0
616,France,Male,18,6.0,0.0,2,1,1,27308.58,0
611,France,Male,28,2.0,0.0,2,0,0,25395.83,0
457,France,Female,38,7.0,164496.99,1,1,1,163327.27,0
570,France,Male,37,6.0,0.0,1,1,1,187758.5,0
540,France,Male,22,4.0,0.0,3,1,1,186233.26,1
720,Germany,Female,37,8.0,156282.79,1,1,0,45985.52,0
645,France,Male,45,6.0,155417.61,1,0,1,3449.22,0
446,France,Female,39,1.0,90217.07,1,1,0,191350.48,0
680,France,Male,31,2.0,0.0,2,1,0,36145.53,0
681,Spain,Male,38,2.0,99811.44,2,1,0,23531.5,0
779,Spain,Male,33,3.0,0.0,2,1,0,30804.68,0
658,Spain,Female,31,2.0,36566.96,1,1,0,103644.98,1
418,France,Male,34,8.0,155973.88,1,1,0,154208.96,0
544,Spain,Male,22,4.0,0.0,2,1,0,70007.67,0
537,France,Male,39,2.0,0.0,2,1,1,137651.6,0
643,Spain,Female,32,2.0,0.0,1,0,0,131301.74,0
689,Germany,Male,67,9.0,157094.78,1,1,1,99490.01,0
520,Spain,Female,63,5.0,162278.32,1,1,1,34765.33,0
782,Spain,Male,52,4.0,0.0,1,1,1,52759.82,1
693,France,Male,37,1.0,0.0,2,1,1,82867.55,0
586,France,Male,33,9.0,0.0,1,1,0,6975.02,0
592,Spain,Male,38,9.0,0.0,1,1,1,12905.89,1
486,Germany,Male,62,9.0,118356.89,2,1,0,168034.83,1
728,Germany,Female,33,9.0,150412.14,2,1,0,170764.08,0
695,France,Female,42,5.0,0.0,1,0,1,72172.13,1
518,Spain,Male,50,4.0,0.0,1,0,0,107112.25,1
466,Germany,Male,41,2.0,152102.18,2,1,0,181879.56,0
722,France,Female,35,2.0,163943.89,2,1,1,15068.18,0
696,France,Male,29,8.0,0.0,2,1,0,191166.09,0
663,Spain,Male,27,8.0,0.0,1,1,1,188007.99,0
594,France,Male,37,5.0,0.0,2,0,1,95864.5,0
811,France,Male,46,9.0,180226.24,1,1,0,13464.64,1
659,France,Female,49,1.0,0.0,1,1,0,116249.72,1
694,Spain,Male,38,7.0,121527.4,1,1,0,113481.02,0
763,Spain,Female,37,6.0,0.0,2,1,1,149705.25,0
705,Spain,Male,46,7.0,0.0,2,1,0,117273.35,0
690,France,Female,35,9.0,107944.33,2,0,0,48478.47,0
727,France,Female,28,2.0,110997.76,1,1,0,101433.76,0
624,France,Female,71,4.0,170252.05,3,1,1,73679.59,1
662,Spain,Male,38,4.0,0.0,2,1,0,136259.65,0
850,France,Male,29,6.0,0.0,2,1,1,10672.54,0
670,France,Male,33,1.0,0.0,2,1,1,86413.11,0
662,France,Male,34,2.0,117731.79,2,0,1,55120.79,0
639,Germany,Male,27,3.0,150795.81,1,0,1,85208.93,0
595,Spain,Female,43,5.0,0.0,2,0,0,105149.8,0
604,Germany,Female,25,5.0,157780.84,2,1,1,58426.81,0
612,Germany,Male,32,9.0,106520.73,2,1,0,177092.16,0
598,France,Female,64,9.0,0.0,1,0,1,13181.37,1
707,France,Male,33,2.0,0.0,2,0,0,130866.95,0
692,France,Male,69,10.0,154953.94,1,1,1,70849.47,0
642,France,Male,40,8.0,109219.83,1,1,0,52827.51,0
834,France,Female,28,6.0,0.0,1,1,0,74287.53,0
589,France,Male,36,1.0,100895.54,1,1,1,68075.14,0
616,Germany,Female,43,7.0,95984.21,1,0,1,115262.54,1
605,Germany,Female,43,8.0,125338.8,2,1,0,23970.13,0
412,France,Male,29,5.0,0.0,2,0,0,12510.53,0
507,Germany,Female,46,8.0,102785.16,1,1,1,70323.68,0
777,Germany,Female,46,0.0,107362.8,1,1,0,487.3,0
658,Spain,Male,21,2.0,0.0,2,0,1,154279.87,0
445,Germany,Female,34,7.0,131082.17,2,1,1,70618.0,0
594,Germany,Female,29,3.0,130830.22,1,1,0,61048.53,0
481,France,Female,39,6.0,0.0,1,1,1,24677.54,0
775,France,Male,30,4.0,0.0,2,1,0,49337.84,0
844,France,Male,38,7.0,111501.66,1,1,1,119333.38,0
490,France,Male,29,4.0,0.0,2,1,0,32089.57,0
595,Germany,Female,25,7.0,106570.34,2,0,1,177025.79,0
619,Germany,Female,52,8.0,124099.13,1,0,0,23904.52,0
457,Spain,Female,38,6.0,0.0,2,1,0,173219.09,0
565,France,Male,46,7.0,135369.71,1,0,1,140130.22,0
639,France,Male,35,8.0,0.0,2,1,0,170483.9,0
479,Spain,Male,48,5.0,87070.23,1,0,1,85646.41,0
623,France,Male,28,7.0,0.0,1,0,0,129526.57,0
583,France,Male,27,7.0,0.0,2,1,0,51285.49,0
512,Spain,Male,39,3.0,0.0,1,1,0,134878.19,0
633,France,Female,60,8.0,69365.25,1,1,1,10288.24,0
765,France,Male,51,3.0,123372.3,1,1,1,115429.32,0
663,Germany,Male,42,5.0,90248.79,1,1,1,79169.73,0
635,France,Female,72,4.0,74812.84,1,0,1,27448.33,0
632,France,Female,44,3.0,133793.89,1,1,1,34607.14,1
671,France,Male,27,5.0,0.0,2,0,0,120893.07,0
746,Spain,Male,36,2.0,0.0,2,1,1,16436.56,0
667,Germany,Male,70,3.0,77356.92,2,1,1,20881.96,0
687,Germany,Female,29,4.0,78939.15,1,1,0,122134.56,1
742,Germany,Female,41,9.0,92805.72,1,0,1,73743.95,1
616,France,Female,37,6.0,0.0,2,1,0,86242.18,0
540,Germany,Male,39,1.0,82531.11,1,1,0,114092.52,0
690,Germany,Male,31,4.0,137260.45,2,1,0,55387.28,0
525,Spain,Female,37,0.0,0.0,1,0,1,131521.72,0
532,France,Male,43,7.0,0.0,2,0,0,190573.91,1
714,Germany,Male,39,3.0,149887.49,2,1,0,63846.36,0
556,France,Male,36,7.0,154872.08,2,1,1,32044.64,0
705,Spain,Male,33,7.0,68423.89,1,1,1,64872.55,0
418,France,Male,36,7.0,90145.04,1,1,1,69157.93,0
568,Germany,Male,40,1.0,99282.63,1,0,0,134600.94,1
535,France,Female,40,8.0,0.0,1,1,1,27689.77,0
619,Germany,Female,41,8.0,142015.76,2,1,0,114323.66,0
501,France,Female,29,8.0,0.0,2,1,0,112664.24,0
701,France,Male,40,5.0,169742.64,1,1,1,153537.55,1
837,Germany,Male,35,0.0,144037.6,1,1,0,145325.32,0
503,Germany,Male,42,9.0,153279.39,1,1,1,151336.96,0
621,Germany,Female,34,2.0,91258.52,2,1,0,44857.4,0
602,France,Male,33,5.0,164704.38,1,0,1,180716.1,1
773,France,Female,40,10.0,0.0,2,0,1,69303.15,0
579,France,Male,31,9.0,0.0,1,0,1,139048.0,0
639,France,Male,22,4.0,0.0,2,1,0,28188.96,0
670,France,Male,36,7.0,0.0,2,0,0,59571.5,0
649,France,Male,37,9.0,87374.88,2,1,1,247.36,0
630,Spain,Male,41,7.0,107511.52,1,0,1,46156.87,0
557,France,Male,42,6.0,177822.03,1,1,0,150944.31,1
821,Germany,Male,42,3.0,87807.29,2,1,1,64613.81,0
667,France,Male,28,6.0,165798.1,1,1,0,147090.9,0
657,Spain,Male,31,3.0,125167.02,1,0,0,98820.39,0
568,Spain,Female,46,3.0,0.0,2,1,1,29372.62,0
627,Spain,Female,30,6.0,0.0,1,1,1,113408.47,0
499,France,Female,57,1.0,0.0,1,0,0,131372.38,1
710,France,Female,32,3.0,0.0,1,1,0,94790.34,0
620,Germany,Male,39,9.0,159492.79,1,1,0,80582.34,1
814,Spain,Female,72,2.0,0.0,2,0,1,130853.03,0
789,Spain,Female,40,4.0,0.0,2,1,0,137402.27,0
632,Spain,Male,37,1.0,138207.08,1,1,0,60778.11,1
582,France,Female,39,1.0,132077.48,2,1,0,192255.15,0
754,Germany,Female,48,5.0,141819.02,1,1,0,93550.53,1
594,Spain,Female,38,7.0,96858.35,1,1,0,77511.45,0
686,France,Female,41,10.0,0.0,1,1,0,133086.45,0
798,France,Female,37,4.0,111723.08,1,1,1,83478.12,0
758,Germany,Male,32,4.0,162657.64,2,1,1,115525.13,0
840,France,Female,43,7.0,0.0,2,1,0,90908.95,0
570,Germany,Male,42,0.0,107856.57,2,1,0,127528.84,0
694,France,Female,33,4.0,129731.64,2,1,0,178123.86,0
640,Spain,Female,46,3.0,0.0,1,1,1,156260.08,0
606,Germany,Female,47,0.0,137138.2,2,0,1,53784.22,0
443,Spain,Male,36,6.0,70438.01,2,0,1,56937.43,0
616,Germany,Female,42,6.0,117899.95,2,0,0,150266.81,0
658,France,Female,44,6.0,148481.09,1,1,0,130529.13,0
785,Germany,Female,36,2.0,99806.85,1,0,1,36976.52,0
616,Spain,Female,36,6.0,0.0,1,1,1,12916.32,1
661,Spain,Female,42,3.0,0.0,2,1,0,35989.41,0
672,Spain,Male,33,2.0,0.0,2,1,1,182738.0,0
749,Germany,Female,32,7.0,79523.13,1,0,1,157648.12,0
552,Spain,Male,45,9.0,0.0,2,1,0,26752.56,0
633,Germany,Female,29,0.0,138577.34,1,1,0,193362.99,0
616,Spain,Female,44,7.0,193213.02,2,1,1,137392.77,0
758,France,Male,35,7.0,0.0,2,1,0,77951.84,0
587,France,Female,36,1.0,134997.49,2,1,0,44688.08,0
784,Spain,Female,40,8.0,0.0,2,1,0,108891.3,0
794,Germany,Female,54,1.0,75900.84,1,1,1,192154.66,0
590,France,Male,32,5.0,0.0,2,1,0,59249.83,0
520,France,Male,31,4.0,93249.4,1,1,0,77335.75,0
840,France,Female,39,1.0,94968.97,1,1,0,84487.62,0
632,Spain,Female,29,7.0,80922.75,1,1,0,7820.78,0
581,France,Female,37,10.0,104255.03,1,1,0,86609.37,0
609,France,Male,34,1.0,0.0,1,1,1,181177.9,0
667,France,Male,42,6.0,0.0,1,1,0,88890.05,0
595,France,Female,33,9.0,0.0,2,1,1,41447.86,0
673,France,Male,41,5.0,0.0,1,1,1,65657.29,0
601,Germany,Male,43,3.0,141859.12,2,1,1,111249.62,0
798,Spain,Female,58,9.0,0.0,2,0,0,119071.56,1
714,Spain,Male,20,3.0,0.0,2,0,1,150465.93,0
687,France,Male,39,7.0,0.0,2,1,0,26848.25,0
733,France,Male,48,5.0,0.0,1,0,1,117830.57,0
775,France,Male,52,9.0,109922.61,1,1,1,96823.32,1
601,France,Female,40,3.0,92055.36,1,0,1,164652.02,1
515,Germany,Male,45,7.0,120961.5,3,1,1,39288.11,1
677,France,Male,42,5.0,99580.13,1,1,0,21007.96,0
571,France,Female,35,8.0,0.0,2,0,0,84569.13,0
621,Spain,Male,50,3.0,163085.79,1,0,1,131048.36,0
720,Germany,Male,23,0.0,187861.18,2,1,1,104120.17,0
637,Spain,Male,43,8.0,0.0,1,1,0,12156.93,1
704,France,Male,39,2.0,111525.02,1,1,0,199484.96,0
579,Germany,Male,40,10.0,45408.85,2,1,0,18732.91,0
740,France,Female,37,9.0,0.0,2,1,1,73225.31,0
580,Germany,Female,36,3.0,74974.89,1,1,1,12099.67,0
516,France,Female,33,7.0,127305.5,1,1,1,120037.36,0
823,France,Male,34,3.0,105057.33,1,1,0,9217.92,0
542,Spain,Male,54,8.0,105770.14,1,0,1,140929.98,1
543,Germany,Male,37,8.0,140894.06,2,1,1,118059.19,0
564,Germany,Male,40,7.0,108407.34,1,1,1,83681.2,0
781,France,Male,20,0.0,125023.1,2,1,1,108301.45,0
694,Germany,Male,37,1.0,95668.82,2,1,0,100335.55,0
678,France,Female,22,6.0,118064.93,2,1,1,195424.01,0
556,France,Female,46,10.0,0.0,2,0,0,109184.24,0
603,France,Male,45,9.0,0.0,1,0,0,148516.79,0
735,Spain,Male,55,2.0,103176.62,1,0,1,163516.16,0
764,France,Female,44,1.0,0.0,2,1,1,11467.38,0
729,Germany,Male,40,5.0,113574.61,2,1,0,103396.08,0
602,France,Male,59,7.0,0.0,2,1,1,162347.05,0
630,Germany,Female,51,5.0,108449.23,3,0,0,88372.69,1
704,France,Male,36,7.0,120026.98,2,0,1,100601.73,0
729,France,Female,32,9.0,0.0,2,0,0,150803.44,0
650,Germany,Female,25,2.0,114330.95,1,1,1,25325.07,0
677,France,Female,25,3.0,0.0,2,1,0,179608.96,0
628,France,Female,38,3.0,0.0,2,1,1,48924.73,0
674,Spain,Male,39,6.0,120193.42,1,0,0,100130.95,0
738,Spain,Female,37,8.0,100565.94,1,1,1,128799.86,0
752,Germany,Male,38,3.0,183102.29,1,1,1,71557.12,0
850,Germany,Male,61,3.0,141784.02,1,1,1,92053.75,0
551,Spain,Male,76,2.0,128410.71,2,1,1,181718.73,0
664,Germany,Female,49,5.0,127421.78,2,1,0,108876.75,1
693,France,Male,29,2.0,151352.74,1,0,0,197145.89,0
376,France,Female,46,8.0,0.0,1,1,0,157333.69,1
776,Germany,Female,37,2.0,103769.22,2,1,0,194099.12,0
453,Germany,Female,38,3.0,120623.21,1,1,0,129697.99,0
838,Spain,Female,40,6.0,61671.19,1,0,1,150659.35,1
693,Spain,Female,46,3.0,151709.33,1,1,0,180736.24,0
725,France,Female,44,3.0,0.0,1,0,1,93777.61,0
724,France,Female,41,5.0,109798.25,1,0,1,149593.61,0
561,Germany,Male,49,5.0,94754.0,1,1,1,26691.31,0
624,France,Male,44,3.0,0.0,2,1,0,88407.51,0
678,France,Female,60,2.0,0.0,2,1,1,43821.56,0
850,Germany,Male,31,4.0,146587.3,1,1,1,89874.82,0
679,France,Male,39,0.0,86843.61,1,0,1,159830.58,0
841,Spain,Male,41,2.0,0.0,2,0,1,193093.77,0
759,France,Female,39,6.0,0.0,2,1,1,140497.67,0
617,France,Female,28,0.0,0.0,2,1,1,7597.83,1
588,France,Female,27,8.0,0.0,1,1,0,20066.38,0
810,France,Male,33,6.0,0.0,2,1,1,77965.67,0
642,France,Male,30,7.0,117494.27,1,0,0,61977.82,0
640,Germany,Female,31,10.0,118613.34,1,1,0,168469.65,0
768,Germany,Female,47,5.0,104552.61,1,1,0,48137.08,1
637,Germany,Male,43,1.0,135645.29,2,0,1,101382.86,1
705,France,Male,92,1.0,126076.24,2,1,1,34436.83,0
564,France,Male,35,4.0,0.0,1,1,0,158937.55,0
797,France,Female,46,8.0,0.0,1,0,0,162668.33,0
567,Spain,Male,35,8.0,153137.74,1,1,0,88659.07,0
710,France,Male,45,1.0,0.0,2,1,1,36154.66,0
507,France,Female,31,0.0,106942.08,1,0,1,44001.11,0
596,Germany,Male,40,5.0,62389.03,3,1,0,148623.43,1
682,Germany,Female,38,1.0,116520.28,1,1,1,49833.5,1
748,France,Male,33,1.0,142645.43,1,0,0,69132.66,0
747,France,Male,27,10.0,0.0,2,0,0,13007.89,0
836,France,Female,29,9.0,133681.78,1,1,1,153747.73,0
599,Germany,Male,25,7.0,108380.72,1,1,1,79005.95,0
697,France,Male,63,7.0,148368.02,1,0,0,118862.08,1
576,France,Male,41,1.0,0.0,1,1,1,188274.6,0
600,France,Male,34,0.0,0.0,2,0,1,3756.23,0
706,Germany,Female,28,6.0,124923.35,2,1,1,50299.14,0
683,France,Female,42,8.0,0.0,2,0,1,198134.9,0
633,France,Female,44,7.0,0.0,2,1,0,29761.29,0
626,France,Male,38,9.0,141074.59,1,1,0,52795.56,1
574,Spain,Male,36,1.0,0.0,2,0,1,71709.12,0
724,Spain,Male,41,5.0,0.0,1,0,1,115753.94,0
581,Germany,Male,40,0.0,101016.53,1,0,1,7926.35,1
836,Germany,Female,32,4.0,109196.67,2,1,0,55218.02,0
745,France,Male,35,9.0,92566.53,2,1,0,161519.77,0
745,France,Male,21,4.0,137910.45,1,1,1,177235.23,0
746,France,Male,24,3.0,137492.35,2,0,1,170142.09,0
771,Germany,Female,36,5.0,77846.9,1,0,0,99805.99,0
850,Germany,Female,40,4.0,97990.49,2,0,0,106691.02,0
572,Spain,Male,23,2.0,126873.52,1,0,1,67040.12,0
617,France,Male,30,3.0,132005.77,1,1,0,142940.39,0
723,France,Female,20,4.0,0.0,2,1,1,140385.33,0
569,Spain,Female,34,6.0,144855.34,1,0,0,196555.32,0
717,France,Female,22,5.0,112465.06,1,1,1,92977.75,0
723,France,Male,42,2.0,99095.73,1,1,1,17512.53,0
611,France,Male,68,5.0,82547.11,2,1,1,146448.01,0
577,Germany,Female,31,4.0,61211.18,1,1,1,145250.43,0
557,France,Female,27,6.0,87739.08,1,1,1,123096.56,0
741,Germany,Female,37,8.0,170840.08,2,0,0,109843.16,0
646,France,Female,46,4.0,0.0,3,1,0,93251.42,1
643,France,Female,51,2.0,105229.53,1,1,0,34967.75,1
675,France,Male,32,1.0,0.0,3,1,0,85901.09,0
762,Germany,Male,34,4.0,88815.56,2,1,0,68562.26,1
650,Spain,Male,55,9.0,119618.42,1,1,1,29861.13,0
630,France,Male,53,5.0,138053.67,1,0,1,114110.97,0
553,Spain,Female,48,3.0,0.0,1,0,1,30730.95,1
667,Spain,Male,35,4.0,97585.32,2,0,0,57213.46,0
607,Germany,Female,39,8.0,105103.33,1,1,0,104721.5,1
684,France,Female,26,5.0,87098.91,1,0,0,106095.82,0
577,France,Female,30,8.0,92472.1,2,0,1,126434.61,0
729,France,Female,62,1.0,140549.4,1,1,0,30990.16,1
775,Spain,Male,29,10.0,0.0,2,1,1,68143.93,0
555,Germany,Male,42,6.0,107104.5,1,1,1,41304.44,1
624,Spain,Male,38,7.0,123906.55,1,1,0,135096.78,0
647,France,Male,43,9.0,0.0,2,1,1,78488.39,0
685,Spain,Male,38,4.0,0.0,2,1,1,35884.91,0
483,France,Female,44,5.0,136836.49,1,1,0,192359.9,1
493,Spain,Male,32,5.0,46161.18,1,1,1,79577.4,0
697,France,Female,25,1.0,0.0,2,0,0,87803.32,0
673,Germany,Female,34,1.0,127122.79,3,0,1,76703.1,0
724,Germany,Male,31,2.0,160997.54,2,0,1,64831.36,0
520,France,Male,49,5.0,121197.64,1,1,0,72577.33,1
525,Spain,Female,30,5.0,0.0,2,0,1,149195.44,0
468,Germany,Male,42,9.0,181627.14,2,1,0,172668.39,0
612,Spain,Female,52,5.0,144772.69,1,0,0,98302.57,1
508,France,Female,25,2.0,111395.53,1,0,1,48197.06,0
606,Germany,Female,32,1.0,106301.85,2,0,1,59061.25,0
682,France,Female,35,2.0,181166.44,1,1,1,63737.19,1
850,France,Male,43,7.0,0.0,2,1,1,173851.11,0
850,Germany,Female,66,0.0,127120.62,1,0,1,118929.64,1
669,Germany,Female,30,7.0,139872.81,1,1,0,188795.85,0
754,France,Male,34,7.0,0.0,2,1,1,65219.85,0
439,Spain,Male,52,3.0,96196.24,4,1,0,198874.52,1
768,Germany,Male,49,1.0,133384.66,1,1,0,102397.22,1
786,Spain,Female,32,6.0,114512.59,1,1,0,15796.66,0
408,France,Female,84,8.0,87873.39,1,0,0,188484.52,1
528,France,Female,26,10.0,102073.67,2,0,0,166799.93,0
740,France,Male,33,2.0,129574.98,1,1,1,123300.38,0
587,France,Male,36,1.0,0.0,2,0,1,17135.6,0
584,Germany,Female,54,1.0,77354.37,1,0,0,138192.98,1
604,Germany,Female,42,10.0,166031.45,1,1,0,98293.14,0
692,France,Male,54,5.0,0.0,2,1,1,88721.84,0
608,France,Female,28,9.0,0.0,2,1,1,125062.02,0
693,France,Male,43,6.0,128760.32,1,1,0,36342.79,0
439,France,Female,29,6.0,156569.43,1,1,0,180598.66,0
632,Germany,Female,38,6.0,86569.76,2,1,0,98090.91,0
524,France,Female,36,10.0,0.0,2,1,0,109614.57,0
633,France,Female,47,0.0,0.0,1,1,1,6342.84,1
593,Germany,Female,38,5.0,85626.6,1,1,1,125079.65,0
525,France,Male,26,7.0,153644.39,1,1,1,63197.88,0
735,Spain,Male,39,1.0,60374.98,1,1,0,40223.74,0
630,France,Male,37,6.0,0.0,2,1,1,82647.65,0
597,France,Female,42,10.0,64740.12,1,1,1,106841.12,0
584,Spain,Female,59,1.0,0.0,1,0,1,130260.11,1
411,France,Female,54,9.0,0.0,1,0,1,76621.49,0
723,France,Female,49,4.0,0.0,2,0,1,89972.25,0
